z:\hap\1985\6\164.pdf, 1985, 6, d1cf8f64-6025-4ca0-b26c-bf3142c3add8
z:\hap\1985\7\138.pdf, 1985, 7, 5c7568ae-fa70-4937-9780-e2be53203162
z:\hap\1985\4\116.pdf, 1985, 4, eec6b82a-b1d0-4bc3-8989-42f6628e71e5
z:\hap\1985\5\188.pdf, 1985, 5, 5aecad34-8df7-43bc-aad3-660ab353488c
z:\hap\1980\48\205.pdf, 1980, 48, e637c6af-6be9-4764-a5a7-1f1f882ad084
z:\hap\1980\49\12.pdf, 1980, 49, 95c5c630-b141-4ee4-9f5f-586a98e35551
z:\hap\1985\8\10.pdf, 1985, 8, 6d1f48a6-8c2e-4fe6-b9de-2ae456f7958c
z:\hap\1985\9\34.pdf, 1985, 9, 29d20d11-a07b-48b4-940d-59e8b5860be5
z:\hap\1979\14\663.pdf, 1979, 14, d34a41b2-e825-4c21-9977-06743104a7eb
z:\hap\1985\29\194.pdf, 1985, 29, 320d6203-5ea6-4191-b1db-1b2bc61339b8
z:\hap\1985\28\188.pdf, 1985, 28, fcf042a5-d609-42d9-b6a2-98606d3bd0b2
z:\hap\1985\21\120.pdf, 1985, 21, 490c8362-2784-4c9d-9a20-8605f8109b70
z:\hap\1985\20\141.pdf, 1985, 20, 65a56135-b0c8-494b-8e32-527d213cf444
z:\hap\1985\23\100.pdf, 1985, 23, ed6b8305-308a-4a35-8487-301b9929aa1f
z:\hap\1985\22\10.pdf, 1985, 22, a7da4f25-2e4b-41ea-9159-c9abbb158949
z:\hap\1985\25\42.pdf, 1985, 25, a5b74832-0e49-491e-b2c1-ea5b62ddd48a
z:\hap\1985\24\60.pdf, 1985, 24, 7e2b091d-42fe-4009-9004-59273e6a0ab7
z:\hap\1985\27\1.pdf, 1985, 27, 3f25dcb0-8d24-4fea-a482-1cbe1d0a6e5a
z:\hap\1985\26\104.pdf, 1985, 26, c3eff40d-cc55-4073-8cac-c7b808ba26b6
z:\hap\1977\20\159.pdf, 1977, 20, baad28fd-0b39-43d7-9129-6605e44dd591
z:\hap\1977\21\10.pdf, 1977, 21, ba48177d-d170-4426-b394-80585e57c8cd
z:\hap\1977\22\47.pdf, 1977, 22, 5c4a8efd-b2c8-44df-9812-38b34cc592f9
z:\hap\1977\23\100.pdf, 1977, 23, 6be45b2b-500f-4c3a-8e63-d699f282ab77
z:\hap\1958\4\5035.pdf, 1958, 4, a2105935-cc21-4edf-9f57-ca1e9ff9c0ee
z:\hap\1977\25\10.pdf, 1977, 25, 9af50696-d611-4f47-8a71-6c5d563f0536
z:\hap\1958\6\5004.pdf, 1958, 6, 0a9a8c55-f887-4fb7-8e9d-6d5122264857
z:\hap\1977\27\47.pdf, 1977, 27, f40fceb3-bb7d-474d-9784-73b6383a1140
z:\hap\1977\28\100.pdf, 1977, 28, 2514f2ed-2d0e-4fbf-b629-9ab6d4c9876e
z:\hap\1958\9\5079.pdf, 1958, 9, 19db1a2a-ee6e-40ae-bd36-6e060e20b272
z:\hap\1972\8\10.pdf, 1972, 8, 6fd26b9f-1f18-4a95-9657-eebdc7e25d89
z:\hap\1972\9\44.pdf, 1972, 9, ad28273d-7c38-4b72-889e-c2b7697e2376
z:\hap\1972\4\40.pdf, 1972, 4, cfc542a8-c953-4a9e-9623-70a5816a676c
z:\hap\1972\5\10.pdf, 1972, 5, 0ecd4765-7b74-4fae-a394-a0d44b2cd564
z:\hap\1972\6\100.pdf, 1972, 6, 78145011-3c9c-4338-b751-d2e009910f41
z:\hap\1972\7\83.pdf, 1972, 7, 0f35572f-4e97-469c-a1d1-e3043395275b
z:\hap\1972\1\85.pdf, 1972, 1, 7d12883a-3cc6-4c22-a672-eea551e465ce
z:\hap\1972\2\60.pdf, 1972, 2, 065ef255-0486-40d7-a05d-eadcf894f9e7
z:\hap\1972\3\24.pdf, 1972, 3, f18b7a3c-5612-4dc3-99ec-f9ed210f8853
z:\hap\1979\19\117.pdf, 1979, 19, a6208ef8-467d-4c11-9f8c-e36e91e014d5
z:\hap\1979\18\100.pdf, 1979, 18, fa844d4b-6dd7-48b0-a951-72d198c1a541
